name	taxid
Thermodesulfovibrio_yellowstonii	28262
Arcanobacterium_haemolyticum	28264
Anolis_carolinensis	28377
Anaerotignum_propionicum	28446
Clavibacter_michiganensis	28447
Komagataeibacter_xylinus	28448
Burkholderia_pseudomallei	28450
Leptospira_alstonii	28452
Solanum_pennellii	28526
Tarenaya_hassleriana	28532
Thermoanaerobacterium_saccharolyticum	28896
Campylobacter_helveticus	28898
Salmonella_enterica	28901
Mycoplasma_bovis	28903
Kluyveromyces_lactis	28985
Helicoverpa_armigera	29058
Ursus_maritimus	29073
Crassostrea_gigas	29159
Natronococcus_occultus	29288
Methanococcoides_burtonii	29291
Pyrococcus_abyssi	29292
Streptomyces_cattleya	29303
Mycobacterium_haemophilum	29311
Thermoanaerobacter_brockii	29323
Thermoanaerobacterium_xylanolyticum	29329
Clostridium_argentinense	29341
Clostridium_cellulosi	29343
Cellulosilyticum_lentocellum	29360
Staphylococcus_cohnii	29382
Staphylococcus_kloosii	29384
Staphylococcus_saprophyticus	29385
Staphylococcus_capitis	29388
Gemella_morbillorum	29391
Microlunatus_phosphovorus	29405
Synechococcus_sp._WH_8103	29410
Legionella_oakridgensis	29423
Methylorubrum_zatmanii	29429
Acinetobacter_haemolyticus	29430
Moraxella_ovis	29433
Pseudomonas_savastanoi	29438
Paucimonas_lemoignei	29443
Xanthomonas_albilineans	29447
Rhizobium_etli	29449
Brucella_melitensis	29459
Brucella_suis	29461
Veillonella_parvula	29466
Pectobacterium_atrosepticum	29471
Yersinia_aldovae	29483
Yersinia_frederiksenii	29484
Yersinia_rohdei	29485
Yersinia_ruckeri	29486
Vibrio_furnissii	29494
Vibrio_tubiashii	29498
Mycoplasma_haemofelis	29501
Turneriella_parva	29510
Borreliella_afzelii	29518
Borreliella_garinii	29519
Borrelia_crocidurae	29520
Pelobacter_acetylenicus	29542
Pelobacter_propionicus	29543
Lawsonia_intracellularis	29546
Rhodothermus_marinus	29549
Mycoplasma_canadense	29554
Mycoplasma_canis	29555
Mycoplasma_gallinaceum	29556
Mycoplasma_hyosynoviae	29559
Taylorella_equigenitalis	29575
Gossypium_raimondii	29730
Vitis_vinifera	29760
Laccaria_bicolor	29883
Sporothrix_schenckii	29908
Bombus_terrestris	30195
Takifugu_rubripes	31033
Caldicellulosiruptor_bescii	31899
Halothermothrix_orenii	31909
Amycolatopsis_orientalis	31958
Methylobacterium_radiotolerans	31998
Achromobacter_denitrificans	32002
Helicobacter_hepaticus	32025
sulfur-oxidizing_symbionts	32036
Synechococcus_elongatus	32046
Synechococcus_sp._PCC_7002	32049
Synechococcus_sp._WH_7803	32051
Calothrix_parietina	32054
Tetranychus_urticae	32264
melanogaster_group	32346
melanogaster_subgroup	32351
pseudoobscura_subgroup	32358
Acinonyx_jubatus	32536
Desulfurella_acetivorans	33002
Cutibacterium_avidum	33010
Cutibacterium_granulosum	33011
Parvimonas_micra	33033
Anaerococcus_prevotii	33034
Ruminococcus_torques	33039
Bartonella_grahamii	33045
Bartonella_vinsonii	33047
Sphingopyxis_macrogoltabida	33050
Sphingopyxis_terrae	33052
Candidatus_Kinetoplastibacterium	33055
Candidatus_Kinetoplastibacterium_crithidii	33056
Acidithiobacillus_caldus	33059
Synechococcus_lividus	33070
Gloeobacter_violaceus	33072
Zymobacter_palmae	33074
Acidobacterium_capsulatum	33075
Entamoeba_invadens	33085
Eremothecium_gossypii	33169
Uncinocarpus_reesii	33188
Purpureocillium_lilacinum	33203
unclassified_Betaproteobacteria_miscellaneous	33809
unclassified_Gammaproteobacteria_miscellaneous	33811
Coriobacterium_glomerans	33871
Rathayibacter_tritici	33888
Streptomyces_avermitilis	33903
Bifidobacterium_thermophilum	33905
Amycolatopsis_mediterranei	33910
Candidatus_Phytoplasma	33926
Anoxybacillus_flavithermus	33934
Aeribacillus_pallidus	33936
Geobacillus_thermocatenulatus	33938
Geobacillus_thermodenitrificans	33940
Geobacillus_thermoleovorans	33941
Kyrpidia_tusciae	33943
Acetobacterium_woodii	33952
Lactobacillus_johnsonii	33959
Leuconostoc_citreum	33964
Melissococcus_plutonius	33970
Rickettsia_amblyommatis	33989
Rickettsia_bellii	33990
Rickettsia_montanensis	33991
Rickettsia_rhipicephali	33992
Neorickettsia_helminthoeca	33994
Komagataeibacter_europaeus	33995
Gluconacetobacter_diazotrophicus	33996
Paracoccus_aminophilus	34003
Paracoccus_aminovorans	34004
Rhodospirillum_centenum	34018
Candidatus_Liberibacter_africanus	34020
Candidatus_Liberibacter_asiaticus	34021
Leptothrix_cholodnii	34029
unclassified_Epsilonproteobacteria	34035
Rahnella_aquatilis	34038
Moraxella_osloensis	34062
Variovorax_paradoxus	34073
Riemerella_anatipestifer	34085
Pelodictyon_phaeoclathratiforme	34090
Streptobacillus_moniliformis	34105
Lotus_japonicus	34305
Thalassiosira_pseudonana	35128
Geobacter_sulfurreducens	35554
Acholeplasma_oculi	35623
Heliobacterium_modesticaldum	35701
Citrobacter_amalonaticus	35703
Thielavia_terrestris	35720
Haloferax_gibbonsii	35746
Corynebacterium_kutscheri	35755
Coprothermobacter_proteolyticus	35786
Rickettsia_africae	35788
Rickettsia_japonica	35790
Rickettsia_massiliae	35791
Rickettsia_parkeri	35792
Rickettsia_slovaca	35794
Ehrlichia_muris	35795
Rhodovulum_sulfidophilum	35806
Bordetella_holmesii	35814
Helicobacter_heilmannii	35817
Ipomoea_nil	35883
Vanderwaltozyma_polyspora	36033
Aspergillus_fischeri	36630
Penicillium_digitatum	36651
Clostridium_saccharoperbutylacetonicum	36745
Pseudomonas_cichorii	36746
Microbacterium_aurum	36805
Mycobacteroides_abscessus	36809
Mycolicibacterium_rhodesiae	36814
Gordonia_rubripertincta	36822
Desulfitobacterium_dehalogenans	36854
Brucella_canis	36855
Thiobacillus_denitrificans	36861
unclassified_Enterobacteriaceae_miscellaneous	36866
Paraburkholderia_xenovorans	36873
Clavispora_lusitaniae	36911
Lodderomyces_elongisporus	36914
Kryptolebias_marmoratus	37003
Nocardia_brasiliensis	37326
Nocardia_farcinica	37329
Nocardia_nova	37330
Nocardia_seriolae	37332
Helicobacter_bilis	37372
Laceyella_sacchari	37482
Marichromatium_purpuratum	37487
Thermus_scotoductus	37636
Octopus_bimaculoides	37653
Aegilops_tauschii	37682
Candidatus_Phytoplasma_mali	37692
Enterococcus_casseliflavus	37734
Cryptococcus_gattii_VGI	37769
Rhodococcus_opacus	37919
Sinomonas_atrocyanea	37927
Arthrobacter_crystallopoietes	37928
Methanosarcina_siciliae	38027
Corynebacterium_jeikeium	38289
Photobacterium_damselae	38293
Streptomyces_pristinaespiralis	38300
Corynebacterium_minutissimum	38301
Corynebacterium_vitaeruminis	38305
Shewanella_algae	38313
Bartonella_henselae	38323
Leishmania_donovani_species_complex	38574
Alligator_sinensis	38654
Micromonas_pusilla	38833
Acholeplasma_palmae	38986
Methanococcus_maripaludis	39152
Tuber_melanosporum	39416
Streptomyces_laurentii	39478
Faecalitalea_cylindroides	39483
Eubacterium_eligens	39485
Eubacterium_hallii	39488
Eubacterium_rectale	39491
Eubacterium_siraeum	39492
Mesorhizobium_ciceri	39645
Methanosalsum_zhilinae	39669
Hydrogenovibrio_crunogenus	39765
Sulfurimonas_denitrificans	39766
Blattabacterium_sp._Mastotermes_darwiniensis	39768
Veillonella_atypica	39777
unclassified_Clostridiales_miscellaneous	39779
Dialister_pneumosintes	39950
Erythrobacter_litoralis	39960
Neurospora_tetrasperma	40127
Oligotropha_carboxidovorans	40137
Acinetobacter_johnsonii	40214
Acinetobacter_junii	40215
Acinetobacter_radioresistens	40216
Aliivibrio_salmonicida	40269
Nosema_ceranae	40302
Stenotrophomonas_maltophilia	40324
Stereum_hirsutum	40492
Blautia_obeum	40520
Leptotrichia_buccalis	40542
Botrytis_cinerea	40559
Actinosynnema_mirum	40567
Xenorhabdus_bovienii	40576
Xenorhabdus_poinarii	40577
Thioploca_ingrica	40754
Borrelia_duttonii	40834
Brevundimonas_vesicularis	41276
Cyanothece_sp._PCC_8801	41431
Seriola_dumerili	41447
Acidianus_brierleyi	41673
Bathycoccus_prasinos	41875
Burkholderia_plantarii	41899
Azoarcus_communis	41977
Actinosynnema_pretiosum	42197
Prunus_avium	42229
Nitrospira_moscoviensis	42253
Rubrobacter_radiotolerans	42256
Phoenix_dactylifera	42345
Candida_dubliniensis	42374
Halobacteroides_halobius	42422
Roseobacter_litoralis	42443
Marinovum_algicola	42444
Streptomyces_collinus	42684
Corynebacterium_argentoratense	42817
Ammonifex_degensii	42838
Moorella_group	42857
Rickettsia_felis	42862
Methanococcus_aeolicus	42879
Sulfolobus_islandicus	43080
Pseudomonas_alcaligenes	43263
Butyrivibrio_proteoclasticus	43305
Kutzneria_albida	43357
Pseudoalteromonas_luteoviolacea	43657
Pseudoalteromonas_rubra	43658
Pseudoalteromonas_tetraodonis	43659
Pseudoalteromonas_piscicida	43662
Paenarthrobacter_aurescens	43663
Brachybacterium_faecium	43669
Jonesia_denitrificans	43674
Rothia_mucilaginosa	43675
Metallosphaera_sedula	43687
Monopterus_albus	43700
Rhodococcus_hoagii	43767
Corynebacterium_striatum	43770
Corynebacterium_urealyticum	43771
Tolumonas_auensis	43948
Cyanothece_sp._ATCC_51142	43989
Caldicellulosiruptor_saccharolyticus	44001
Ferrimonas_balearica	44012
Aureococcus_anophagefferens	44056
Paenibacillus_durus	44251
Bradyrhizobium_oligotrophicum	44255
Borrelia_recurrentis	44449
Nitrosomonas_communis	44574
Nitrosomonas_ureae	44577
Sulfurospirillum_barnesii	44674
Dictyostelium_discoideum	44689
Desulfovibrio_fairfieldensis	44742
Natronobacterium_gregoryi	44930
Legionella_lansingensis	45067
Bipolaris_sorokiniana	45130
Cyanidioschyzon_merolae	45157
Capnocytophaga_haemolytica	45243
Eremothecium_cymbalariae	45285
Nematostella_vectensis	45351
Mycoplasma_conjunctivae	45361
Mycoplasma_bovoculi	45362
Psychrobacter_urativorans	45610
Streptococcus_cristatus	45634
Vibrio_scophthalmi	45658
Desulfohalobium_retbaense	45663
Staphylococcus_pasteuri	45972
Staphylococcus_felis	46127
Anabaena_sp._90	46234
Pseudomonas_avellanae	46257
Mycolicibacterium_hassiacum	46351
Thermoanaerobacter_wiegelii	46354
Spirochaeta_africana	46355
Sphingobium_chlorophenolicum	46429
Thermosipho_melanesiensis	46541
Entamoeba_dispar	46681
Cenarchaeum_symbiosum	46770
Clostridium_chauvoei	46867
Borrelia_miyamotoi	47466
Rickettsia_peacockii	47589
Bacteroides_caccae	47678
Lactobacillus_rhamnosus	47715
Bibersteinia_trehalosi	47735
Streptomyces_lydicus	47763
Lactobacillus_crispatus	47770
Spiroplasma_kunkelii	47834
Micromonospora_aurantiaca	47850
Pseudomonas_amygdali	47877
Pseudomonas_azotoformans	47878
Pseudomonas_corrugata	47879
Pseudomonas_fulva	47880
Pseudomonas_synxantha	47883
Pseudomonas_oryzihabitans	47885
Serratia_fonticola	47917
Mycoplasma_pullorum	48003
Acinetobacter_pittii	48296
Xanthomonas_fragariae	48664
Geospiza_fortis	48883
Novosphingobium_aromaticivorans	48935
Candidatus_Arthromitus	49082
Candidatus_Arthromitus_sp._SFB-mouse	49118
Rubrobacter_xylanophilus	49319
Desulfitobacterium_hafniense	49338
Thermococcus_profundus	49899
Mycoplasma_crocodyli	50052
Thermoplasma_volcanium	50339
Vibrio_diabolicus	50719
Necator_americanus	51031
Syntrophobotulus_glycolicus	51197
Wigglesworthia_glossinidia	51229
Juglans_regia	51240
Castor_canadensis	51338
Mycoplasma_yeatsii	51365
Trichoderma_reesei	51453
Haloarcula_hispanica	51589
Plutella_xylostella	51655
Pediococcus_damnosus	51663
Aerococcus_urinaeequi	51665
Tetragenococcus_halophilus	51669
Elaeis_guineensis	51953
Meiothermus_silvanus	52022
Prevotella_dentalis	52227
Lactobacillus_gallinarum	52242
Vibrio_tapetis	52443
Brachyspira_pilosicoli	52584
Caldicellulosiruptor_kristjanssonii	52765
Caldicellulosiruptor_lactoaceticus	52766
Actinomyces_meyeri	52773
Tatumella_citrea	53336
Enterococcus_durans	53345
Enterococcus_mundtii	53346
Intrasporangium_calvum	53358
Hyphomicrobium_denitrificans	53399
Pseudomonas_citronellolis	53408
Pseudomonas_resinovorans	53412
Xanthomonas_axonopodis	53413
Treponema_paraluiscuniculi	53435
Nocardiopsis_alba	53437
Lactobacillus_lindneri	53444
Nakamurella_multipartita	53461
Pyrenophora_teres	53485
Sulfobacillus_acidophilus	53633
Acidimicrobium_ferrooxidans	53635
Octadecabacter_arcticus	53946
Thermococcus_peptonophilus	53952
Pyrococcus_horikoshii	53953
Thermococcus_barossii	54077
Methanolacinia_petrolearia	54120
Hyperthermus_butylicus	54248
Pyrolobus_fumarii	54252
Thermosphaera_aggregans	54254
Ignicoccus_islandicus	54259
Ferroglobus_placidus	54261
Thermococcus_chitonophagus	54262
Raoultella_ornithinolytica	54291
Chroococcidiopsis_thermalis	54299
Pleurocapsa_minor	54308
Streptomyces_venezuelae	54571
Salmonella_bongori	54736
Brevibacillus_formosus	54913
Deinococcus_proteolyticus	55148
Flavobacterium_branchiophilum	55197
Caldicellulosiruptor_owensensis	55205
Sediminispirochaeta_smaragdinae	55206
Pectobacterium_wasabiae	55208
Erwinia_persicina	55211
Janthinobacterium_agaricidamnosum	55508
Magnetospirillum_gryphiswaldense	55518
Guillardia_theta	55529
Dehalobacter_restrictus	55583
Vibrio_anguillarum	55601
Thermococcus_barophilus	55802
Bartonella_clarridgeiae	56426
Xanthomonas_hortorum	56454
Xanthomonas_sacchari	56458
Xanthomonas_vasicola	56459
Xanthomonas_vesicatoria	56460
Aeropyrum_pernix	56636
Rhizobium_gallicum	56730
Shewanella_frigidimarina	56812
Helicobacter_bizzozeronii	56877
Thermus_brockianus	56956
Thermus_oshimai	56957
Psychroflexus_torquis	57029
Pseudodesulfovibrio_profundus	57320
Mycoplasma_suis	57372
Pseudothermotoga_hypogea	57487
Tsukamurella_tyrosinosolvens	57704
Halomicrobium_mukohataei	57705
Citrobacter_braakii	57706
Fragaria_vesca	57918
Burkholderia_thailandensis	57975
Colwellia_sp._MT41	58049
Desulfofundulus_kuznetsovii	58135
Desulfofarcimen_acetoxidans	58138
Desulfovibrio_alaskensis	58180
Archaeoglobus_veneficus	58290
Encephalitozoon_intestinalis	58839
Methanobacterium_subterraneum	59277
Streptococcus_macedonicus	59310
Thauera_aromatica	59405
Actinotignum_schaalii	59505
Pantholops_hodgsonii	59538
Cellulophaga_algicola	59600
Desulfotomaculum_reducens	59610
Arabidopsis_lyrata	59689
Taeniopygia_guttata	59729
Candidatus_Phytoplasma_australiense	59748
Alcanivorax_borkumensis	59754
Paenibacillus_peoriae	59893
Ficedula_albicollis	59894
Cyanobium_gracile	59930
Shewanella_violacea	60217
Shewanella_amazonensis	60478
Shewanella_sp._MR-4	60480
Shewanella_sp._MR-7	60481
Lactobacillus_paraplantarum	60520
Paraburkholderia_graminis	60548
Burkholderia_pyrrocinia	60550
Burkholderia_vietnamiensis	60552
Chlorocebus_sabaeus	60711
Halogeometricum_borinquense	60847
Phaeobacter_gallaeciensis	60890
Desulfobacca_acetoxidans	60893
Sanguibacter_keddieii	60920
Shewanella_woodyi	60961
unclassified_Flavobacteriaceae	61432
Dehalococcoides_mccartyi	61435
Rhinopithecus_bieti	61621
Rhinopithecus_roxellana	61622
Paenibacillus_mucilaginosus	61624
Acholeplasma_brassicae	61635
Enterobacter_asburiae	61645
Lelliottia_amnigena	61646
Pluralibacter_gergoviae	61647
Serratia_rubidaea	61652
Nomascus_leucogenys	61853
Borreliella_valaisiana	62088
Acidiphilium_multivorum	62140
Haloterrigena_turkmenica	62320
Shewanella_baltica	62322
Azoarcus_sp._BH72	62928
Acinetobacter_sp._ADP1	62977
Zobellia_galactanivorans	63186
Aquifex_aeolicus	63363
Trichophyton_benhamiae	63400
Trichophyton_verrucosum	63417
Sodalis_glossinidius	63612
Sideroxydans_lithotrophicus	63745
Bacillus_pseudomycoides	64104
Desulfurobacterium_thermolithotrophum	64160
Pieris_rapae	64459
Synechococcus_sp._CC9311	64471
Mycobacterium_lepraemurium	64667
Borreliella_bissettii	64897
Corynebacterium_ulcerans	65058
Halothece_sp._PCC_7418	65093
Mycoplasma_wenyonii	65123
Cyanothece_sp._PCC_7424	65393
Sulfurospirillum_deleyianum	65553
Desulfocapsa_sulfexigens	65555
Pseudomonas_knackmussii	65741
Acetobacter_pomorum	65959
Wolbachia_sp._wRi	66084
Lachnoclostridium_phytofermentans	66219
Pantoea_stewartii	66269
Durio_zibethinus	66656
Sulfurospirillum_multivorans	66821
Streptomyces_alboflavus	67267
Phytophthora_sojae	67593
Methanocaldococcus_infernus	67760
Edwardsiella_ictaluri	67780
Citrobacter_farmeri	67824
Citrobacter_rodentium	67825
Citrobacter_werkmanii	67827
Actinobacillus_succinogenes	67854
Kitasatospora_albolonga	68173
Streptomyces_cyaneogriseus	68192
Streptomyces_fulvissimus	68202
Streptomyces_griseochromogenes	68214
Streptomyces_violaceusniger	68280
Bacteroidetes/Chlorobi_group	68336
delta/epsilon_subdivisions	68525
Streptomyces_albulus	68570
Theileria_orientalis	68886
Cupriavidus_basilensis	68895
Deinococcus_geothermalis	68909
Enterobacter_cancerogenus	69218
Lelliottia_nimipressuralis	69220
Dickeya_paradisiaca	69223
Microplitis_demolitor	69319
Pseudomonas_sp._VLB120	69328
Caulobacter_henricii	69395
Petrotoga_mobilis	69499
Natrinema_pellirubrum	69525
Moritella_yayanosii	69539
Caulobacter_mirabilis	69666
Selenomonas_sputigena	69823
Candidatus_Phytoplasma_solani	69896
Macrococcus_caseolyticus	69966
Staphylococcus_condimenti	70255
Ostreococcus_tauri	70448
Pyrobaculum_neutrophilum	70771
Pseudomonas_plecoglossicida	70775
Acropora_digitifera	70779
Nodularia_spumigena	70799
Shewanella_oneidensis	70863
Shewanella_pealeana	70864
Eucalyptus_grandis	71139
Mesorhizobium_amorphae	71433
Waddlia_chondrophila	71667
Paenibacillus_vortex	71995
Thermococcus_gorgonarius	71997
Thermococcus_pacificus	71998
Kocuria_palustris	71999
Kocuria_rhizophila	72000
Bos_mutus	72004
Bacillus_vallismortis	72361
Nannochloropsis_gaditana	72520
Eutrema_salsugineum	72664
Thermococcus_siculi	72803
Kluyvera_georgiana	73098
Thiocystis_violascens	73141
Cordyceps_militaris	73501
Methanocaldococcus_vulcanius	73913
Thermaerobacter_marianensis	73919
Antarctobacter_heliothermus	74033
Photobacterium_profundum	74109
Brevundimonas_subvibrioides	74313
Maricaulis_maris	74318
Collinsella_aerofaciens	74426
Entomoplasma_freundtii	74700
Pseudomonas_balearica	74829
Oncorhynchus_tshawytscha	74940
Ferroplasma_acidiphilum	74969
Paraburkholderia_caribensis	75105
Streptomyces_autolyticus	75293
Sinocyclocheilus_grahami	75366
Micropruina_glycogenica	75385
Pseudomonas_mandelii	75612
Campylobacter_lanienae	75658
Castellaniella_defragrans	75697
Thermocrinis_ruber	75906
Mannheimia_haemolytica	75985
Prevotella_enoeca	76123
Papilio_machaon	76193
Campylobacter_hominis	76517
Cellulophaga_baltica	76594
Roseateles_depolymerans	76731
Pseudomonas_orientalis	76758
Pseudomonas_monteilii	76759
Pseudomonas_veronii	76761
Malassezia_globosa	76773
Myroides_odoratimimus	76832
Actinobaculum	76833
Solibacillus_silvestris	76853
Streptococcus_constellatus	76860
Caldivirga_maquilingensis	76887
Helicobacter_typhlonius	76936
Wolbachia_endosymbiont_of_Drosophila_simulans	77038
Dendroctonus_ponderosae	77166
Mycobacterium_tuberculosis_complex	77643
Parascardovia_denticolens	78258
Scardovia_inopinata	78259
Mycobacterium_canettii	78331
Thermothelomyces_thermophila	78579
Asticcacaulis_excentricus	78587
Phalaenopsis_equestris	78828
Desulfosporosinus_meridiei	79209
Chitinophaga_pinensis	79329
Metallosphaera_hakonensis	79601
Denitrobacterium_detoxificans	79604
Cimex_lectularius	79782
Bacillus_clausii	79880
Bacillus_gibsonii	79881
Bacillus_horikoshii	79883
Bacillus_pseudofirmus	79885
Erwinia_pyrifoliae	79967
Coniophora_puteana	80637
Thioflavicoccus_mobilis	80679
Haliangium_ochraceum	80816
unclassified_Burkholderiales_miscellaneous	80841
Herbaspirillum_rubrisubalbicans	80842
Wolbachia_endosymbiont_of_Brugia_malayi	80849
Aliivibrio_wodanis	80852
Moritella_viscosa	80854
Delftia_acidovorans	80866
Acidovorax_avenae	80867
Acidovorax_citrulli	80869
Treponema_brennaborense	81028
Hyphomonas_neptunium	81032
Entomoplasma_melaleucae	81459
Thermanaerovibrio_acidaminovorans	81462
Aminobacterium_colombiense	81468
Frateuria_aurantia	81475
Rhodoferax_antarcticus	81479
Monosiga_brevicollis	81824
Capsella_rubella	81985
Picrophilus_torridus	82076
unclassified_Alphaproteobacteria	82117
Cupriavidus_gilardii	82541
Pseudanabaena_sp._PCC_7367	82654
Obesumbacterium_proteus	82983
Pragia_fontium	82985
Tatumella_ptyseos	82987
Serratia_plymuthica	82996
Methanocaldococcus_fervens	83171
Mycobacteroides_immunogenum	83262
Aminobacter_aminovorans	83263
gamma_proteobacterium_HdN1	83406
Melittangium_boletus	83453
Myxococcus_stipitatus	83455
Linepithema_humile	83485
Parachlamydia_acanthamoebae	83552
Chlamydia_psittaci	83554
Chlamydia_abortus	83555
Chlamydia_felis	83556
Chlamydia_caviae	83557
Chlamydia_pneumoniae	83558
Chlamydia_muridarum	83560
Simkania_negevensis	83561
Leclercia_adecarboxylata	83655
Lactobacillus_amylolyticus	83683
Methanobrevibacter_ruminantium	83816
Methanocorpusculum_labreanum	83984
Methanoculleus_bourgensis	83986
Clostridium_aceticum	84022
Clostridium_autoethanogenum	84023
Clostridium_saccharolyticum	84030
Pseudoclostridium_thermosuccinogenes	84032
Slackia_heliotrinireducens	84110
Eggerthella_lenta	84112
Archaeoglobus_profundus	84156
Magnetospirillum_magneticum	84159
Cryptobacterium_curtum	84163
Microbacterium_chocolatum	84292
Brachyspira_intermedia	84377
Brachyspira_murdochii	84378
Hippea_maritima	84405
Lysobacter_antibioticus	84531
"ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts"	84563
Synechococcus_sp._WH_8102	84588
Taylorella_asinigenitalis	84590
Gordonia_polyisoprenivorans	84595
Staphylothermus_hellenicus	84599
Anthracocystis_flocculosa	84751
Beutenbergia_cavernae	84757
Desulfotalea_psychrophila	84980
Pseudarthrobacter_chlorophenolicus	85085
Mannheimia_varigena	85404
Candidatus_Phytoplasma_asteris	85620
16SrXII_Stolbur_group	85632
Thauera_sp._MZ1T	85643
Citrus_clementina	85681
Bacillus_selenitireducens	85683
Achromobacter_xylosoxidans	85698
Bartonella_tribocorum	85701
Thermacetogenium_phaeum	85874
Serpula_lacrymans	85982
Chlamydia_pecorum	85991
endosymbiont_of_Acanthamoeba_sp._UWC8	86106
Syntrophothermus_lipocalidus	86170
Pseudomonas_lundensis	86185
Saccharophagus_degradans	86304
Methanoculleus_sp._MAB1	86622
Mycoplasma_dispar	86660
Bacillus_cereus_group	86661
Bacillus_flexus	86664
Bacillus_halodurans	86665
Aerococcus_christensenii	87541
Burkholderia_cepacia_complex	87882
Burkholderia_multivorans	87883
Selaginella_moellendorffii	88036
Treponema_primitia	88058
Caulobacter_segnis	88688
Lactobacillus_acidipiscis	89059
Corynebacterium_terpenotabidum	89154
Ruegeria_pomeroyi	89184
Rhinolophus_sinicus	89399
Oligella_urethralis	90245
Xanthomonas_gardneri	90270
Camelina_sativa	90675
Polistes_canadensis	91411
Candidatus_Paracaedibacter_acanthamoebae	91604
Candidatus_Portiera_aleyrodidarum	91844
Asaia_bogorensis	91915
Thiomicrospira_aerophila	92245
Metarhizium_acridum	92637
Streptomyces_malaysiensis	92644
Brevibacterium_flavum	92706
Ketogulonicigenium_vulgare	92945
Ketogulonicigenium_robustum	92947
Sphingomonas_koreensis	93064
Pandoraea_apista	93218
Pandoraea_norimbergensis	93219
Pandoraea_pnomenusa	93220
Pandoraea_pulmonicola	93221
Pandoraea_sputorum	93222
Edwardsiella_hoshinae	93378
Fervidobacterium_pennivorans	93466
Thermotoga_petrophila	93929
Thermotoga_naphthophila	93930
Coturnix_japonica	93934
Shewanella_japonica	93973
Shewanella_sp._ANA-3	94122
Ramlibacter_tataouinensis	94132
Dyadobacter_fermentans	94254
Bordetella_petrii	94624
Desulfurococcus_amylolyticus	94694
Burkholderia_stabilis	95485
Burkholderia_cenocepacia	95486
Candidatus_Saccharibacteria	95818
Legionella_fallonii	96230
Flavobacterium_psychrophilum	96345
Thauera_chlorobenzoica	96773
Vitreoscilla_sp._C1	96942
Halobacteriovorax_marinus	97084
Eutypa_lata	97096
Ferroplasma_acidarmanus	97393
Acetomicrobium_mobile	97477
Lactobacillus_mucosae	97478
Bacillus_sp._OxB-1	98228
Pyrobaculum_oguniense	99007
Calothrix_sp._PCC_7507	99598
Tetraodon_nigroviridis	99883
Onion_yellows_phytoplasma	100379
Chloroherpeton_thalassium	100716
Wolbachia_endosymbiont_of_Onchocerca_ochengi	100901
Fusarium_pseudograminearum	101028
Bipolaris_oryzae	101162
Methanomethylovorans_hollandica	101192
Saprolegnia_parasitica	101203
Aequorivita_sublithincola	101385
Candidatus_Blochmannia_pennsylvanicus	101534
Burkholderia_ubonensis	101571
Glarea_lozoyensis	101852
Prunus_mume	102107
Stanieria_cyanosphaera	102116
Desulfallas_gibsoniae	102134
Cyanobacterium_stanieri	102235
Streptococcus_infantarius	102684
Acromyrmex_echinatior	103372
Nostoc_sp._PCC_7120	103690
Pogona_vitticeps	103695
Saccharothrix_espanaensis	103731
Rhodococcus_pyridinivorans	103816
Bordetella_hinzii	103855
Pseudomonas_frederiksbergensis	104087
Acetobacter_tropicalis	104102
Microbacterium_foliorum	104336
Postia_placenta	104341
Gloeophyllum_trabeum	104355
Camponotus_floridanus	104421
Serratia_sp._ATCC_39006	104623
Nothobranchius_furzeri	105023
Ralstonia_mannitolilytica	105219
Methylibium_petroleiphilum	105560
canis_group	106178
Frankia_casuarinae	106370
Maylandia_zebra	106582
Cupriavidus_necator	106590
Ensifer_adhaerens	106592
Thioalkalivibrio_versutus	106634
Acinetobacter_nosocomialis	106654
Tenacibaculum_maritimum	107401
Opitutus_terrae	107709
Thioalkalivibrio_paradoxus	108010
Thermoanaerobacter_italicus	108150
Corynebacterium_falsenii	108486
Acinetobacter_schindleri	108981
Rickettsia_monacensis	109232
Hippocampus_comes	109280
Myotis_brandtii	109478
Lactobacillus_jensenii	109790
Thermococcus_guaymasensis	110164
Nicrophorus_vespilloides	110193
Sinorhizobium_medicae	110321
Pelotomaculum_thermopropionicum	110500
Mycolicibacterium_vanbaalenii	110539
Synechococcus_sp._CC9605	110662
Actinomyces_radicidentis	111015
Muricauda_ruestringensis	111501
pseudomallei_group	111527
Leptolyngbya_sp._PCC_7376	111781
Sulfurisphaera_tokodaii	111955
Bathymodiolus_septemdierum_thioautotrophic_gill_symbiont	113267
Scleropages_formosus	113540
Tetrapisispora_phaffii	113608
Geoglobus_ahangari	113653
Pediococcus_inopinatus	114090
Dichomitus_squalens	114155
Candidatus_Carsonella_ruddii	114186
spotted_fever_group	114277
typhus_group	114292
Zymobacter_group	114403
Mogibacterium_diversum	114527
Bradyrhizobium_sp._ORS_278	114615
Methylobacterium_nodulans	114616
Halomonas_hydrothermalis	115561
Bradyrhizobium_sp._ORS_285	115808
Coprococcus_catus	116085
Fusarium_verticillioides	117187
Sphingopyxis_alaskensis	117207
Denitrovibrio_acetiphilus	118000
Methanobacterium_congolense	118062
Oscillatoria_acuminata	118323
Arthrospira_platensis	118562
Lipotes_vexillifer	118797
unclassified_Gammaproteobacteria	118884
unclassified_Rhizobiales	119042
unclassified_Burkholderiales	119065
unclassified_Betaproteobacteria	119066
Aerococcus_sanguinicola	119206
