kegg.code	taxa.id
pth	110500
dau	471827
tjr	863643
sgy	51197
dor	1563
dai	885581
dmi	79209
ded	1147129
dec	1131462
drs	55583
hmo	35701
eel	39485
elm	1736
ehl	39488
1528	1528
39490	39490
awo	33952
ova	351091
tmr	73919
say	53633
sap	53633
cthm	178899
cmiu	626937
ibu	1297617
mdv	114527
euu	143393
bprm	245012
bprs	245014
tte	911092
tex	399726
thx	573062
tpd	496866
tit	108150
tmt	583357
tbo	29323
twi	46354
tki	2325
chy	129958
tep	499229
tae	499229
mta	1525
adg	42838
tpz	85874
csc	44001
ate	31899
cob	717609
chd	413888
cow	55205
cki	52765
ckn	413889
clc	52766
toc	291990
ttm	1517
tto	1517
txy	29329
tsh	28896
tnr	184064
taci	1794699
mas	252966
nth	375929
hor	31909
has	656519
hpk	2331
aar	28187
hhl	42422
fma	1260
apr	33034
pmic	33033
ped	1912856
cad	1556
vpr	29466
vat	39777
vrm	248315
med	907
mhw	1675036
meg	2144175
dpn	39950
ssg	69823
sri	971
sele	712538
selo	713030
selt	1884263
mhg	158847
puf	484770
pft	365349
2378	2378
afn	905
ain	187327
erh	1648
ers	1648
erl	1514105
euc	39483
tur	1712675
fro	1702221
erb	1834207
lpil	1555112
cpo	35786
mge	2097
mgu	2097
mgc	2097
mgq	2097
mgx	2097
mpn	2104
mpm	2104
mpj	2104
mpb	2104
mpu	2107
mpe	28227
mga	2096
mgh	2096
mgf	2096
mgn	2096
mgs	2096
mgt	2096
mgv	2096
mgw	2096
mgac	2096
mgan	2096
mgnc	2096
mgz	2096
mmy	2102
mmym	2102
mmyi	2102
mml	2102
mcp	2095
mcac	2095
mcap	2095
mcar	2095
mcai	2095
mlc	2105
mlh	2105
mmo	2118
mhy	2099
mhj	2099
mhp	2099
mhn	2099
mhyl	2099
mhyo	2099
msy	2109
mso	2109
maa	2110
mal	2110
mat	2111
mco	45361
mho	2098
mhom	2098
mcd	50052
mhr	2100
mhh	2100
mhm	2100
mhs	2100
mhv	2100
mfr	2115
mfm	2115
mfp	2115
mbv	28903
mbh	28903
mbi	28903
mbq	28903
mha	29501
mhf	29501
mss	57372
msk	57372
mpf	2123
mput	2123
mhe	136241
mwe	65123
mhl	141391
mcy	171284
mhb	209446
mpv	984991
mov	171632
mbc	45362
mcr	2113
mcm	2113
mgj	1318617
mfq	2128
mcan	29554
myt	51365
mds	86660
mgb	29556
mcas	29555
mck	29555
marg	2094
myg	1749074
mpul	48003
mbov	2112
mpho	142651
mhyv	29559
uur	134821
upa	134821
upr	134821
uue	2130
hcr	295596
poy	100379
ayw	229545
mbp	202462
pml	37692
pal	59748
nzs	59748
psol	69896
pzi	135727
acl	2148
abra	61635
apal	38986
aoc	35623
mfl	2151
mfw	2151
mchc	216427
mlac	138853
ment	2149
msyr	225999
mtab	219745
mcol	324078
elj	214888
esx	215578
efr	74700
eml	81459
scr	216933
ssyr	216945
sdi	216936
stai	2145
sapi	2137
smir	2144
smia	2144
scq	216935
ssab	216944
satr	1114980
seri	315358
stur	216946
sll	216942
skn	47834
scj	362837
shj	216938
sck	2133
sfz	216937
scou	216934
scla	2139
mbj	1541959
tbm	1911684
tbz	1911683
mtu	1773
mtv	1773
mtc	1773
mra	1773
mtf	1773
mtb	1773
mtk	1773
mtz	1773
mtg	1773
mti	1773
mte	1773
mtur	1773
mtl	1773
mto	1773
mtd	1773
mtn	1773
mtj	1773
mtub	1773
mtuc	1773
mtue	1773
mtx	1773
mtuh	1773
mtul	1773
mtut	1773
mtuu	1773
mtq	1773
mbo	1773
mbb	1773
mbt	1773
mbm	1773
mbk	1773
mbx	1773
maf	1773
mmic	1773
1773	1773
mce	78331
mcq	78331
mcv	78331
mcx	78331
mcz	78331
mle	1769
mlb	1769
1769	1769
mpa	1764
mao	1764
mavi	1764
mavu	1764
mav	1764
mit	1767
mia	1767
mid	1767
myo	1767
mir	1138383
mchi	222805
mmal	701042
mlp	64667
msa	212767
mul	1809
mmc	164756
mkm	189918
mjl	164757
mmi	1781
mmae	1781
mmm	1168287
mli	261524
mkn	1768
myv	1273687
mye	1545728
mhad	29311
myn	1570328
mdx	482462
mshg	722731
212194	212194
1004011	1004011
msm	1772
msg	1772
msb	1772
msn	1772
msh	1772
1772	1772
mva	110539
mgi	1804
msp	1804
mcb	1800
mne	1795
mgo	134601
mft	1766
1766	1766
mphl	1771
mvq	1810
mll	758802
mrh	36814
mthn	1797
mhas	46351
39687	39687
53462	53462
mab	36809
mmv	36809
mabb	36809
mabl	36809
36809	36809
mche	1774
miz	83262
mste	1520670
msao	1578165
mjd	875328
mter	1788
asd	639313
cgl	1718
cgb	1718
cgu	1718
cgt	1718
cgs	1718
cgg	1718
cgm	1718
cgj	1718
cgq	1718
cgx	1718
1718	1718
cef	152794
cdi	1717
cdp	1717
cdh	1717
cdt	1717
cde	1717
cdr	1717
cda	1717
cdz	1717
cdb	1717
cds	1717
cdd	1717
cdw	1717
cdv	1717
cdip	1717
cjk	38289
cur	43771
cua	43771
car	169292
ckp	161879
cpu	1719
cpl	1719
cpg	1719
cpp	1719
cpk	1719
cpq	1719
cpx	1719
cpz	1719
cor	1719
cop	1719
cod	1719
cos	1719
coi	1719
coe	1719
cou	1719
cpse	1719
cpsu	1719
cpsf	1719
crd	258224
cul	65058
cuc	65058
cue	65058
cun	65058
cus	65058
cuq	65058
cuz	65058
cuj	65058
cva	1727
chn	225326
ccn	1721
cter	89154
cmd	575200
caz	42817
cfn	108486
ccg	160386
cvt	38305
cgy	1404244
cax	191610
cii	156978
cuv	401472
coa	1487956
cdo	1121358
chm	1223514
csx	161899
cmq	349751
cku	35755
ccj	161896
cmv	571915
cei	1050174
cted	136857
cut	1072256
clw	1231000
cdx	1408191
csp	146827
csta	1705
ccjz	1652495
cfk	1230998
cpho	161895
cfc	28028
cgv	187491
cstr	43770
43770	43770
caqu	203263
csph	191493
camg	1697
cmin	38301
bfv	92706
1720	1720
1728	1728
nfa	37329
nfr	37329
ncy	135487
nbr	37326
nno	37330
nsl	134962
nsr	37332
ntp	455432
rha	132919
rer	1833
rey	1833
reb	1833
1833	1833
rop	37919
roa	37919
37919	37919
req	43767
43767	43767
rpy	103816
rhb	1564114
rav	191292
rfa	1828
1828	1828
rhw	679318
rhs	1653479
rrz	1830
rhu	1653478
rqi	334542
rhq	935199
rhod	1723645
rrt	1829
1829	1829
33008	33008
103808	103808
104109	104109
157732	157732
gbr	2054
gpo	84595
gor	337191
goq	1136941
gta	2055
goc	2059875
git	1004901
gru	36822
gom	2420509
tpr	2061
tsm	57704
srt	286802
dtm	499555
dit	712270
diz	2052657
dpc	139021
dlu	546160
cbq	1528099
sco	1902
salb	1886
sma	33903
sgr	1911
1911	1911
sgb	1908
1908	1908
scb	1930
ssx	862751
svl	68280
sct	29303
scy	29303
sfa	1169025
sbh	379067
shy	1912
sho	1912
1912	1912
sve	54571
54571	54571
sdv	348043
sals	1888
strp	1265601
sfi	68202
sci	42684
42684	42684
src	1226757
1226757	1226757
salu	68570
sall	68570
68570	68570
slv	1916
1916	1916
sgu	1907
1907	1907
svt	362257
stre	1262452
scw	68192
sld	47763
slc	47763
sxi	408015
strm	465541
strc	444103
samb	1889
1889	1889
spri	38300
38300	38300
scz	1649184
scx	1725411
srw	1926
strf	1751294
sle	1437453
srn	285473
spav	146923
strt	1849967
sclf	1901
1901	1901
sgs	68214
stsi	1783515
sls	1915
1915	1915
snr	1971
1971	1971
splu	1355015
strd	1561022
snw	193462
193462	193462
sauo	75293
ssia	1642299
svu	1935
1935	1935
spun	164348
sgv	553510
smal	92644
slau	39478
39478	39478
salf	67267
salj	1940
slx	1914
1914	1914
stro	1961713
sfk	1616117
1884	1884
1885	1885
1887	1887
132473	132473
1890	1890
1892	1892
29301	29301
41951	41951
1898	1898
36816	36816
1897	1897
1900	1900
116188	116188
80860	80860
1470456	1470456
42237	42237
1905	1905
1906	1906
33899	33899
1909	1909
1967	1967
324833	324833
282216	282216
67327	67327
68242	68242
55404	55404
40318	40318
38314	38314
47716	47716
1950	1950
1924	1924
691266	691266
80859	80859
1927	1927
68264	68264
285450	285450
359131	359131
1929	1929
295838	295838
285525	285525
45212	45212
93372	93372
206662	206662
1231257	1231257
201500	201500
941587	941587
285219	285219
1245024	1245024
82632	82632
932694	932694
140437	140437
1213862	1213862
171258	171258
235278	235278
1214076	1214076
1501383	1501383
1931	1931
80858	80858
67369	67369
55952	55952
29309	29309
1960	1960
1961	1961
48665	48665
1938	1938
43759	43759
ksk	2066
kab	68173
kau	1894
1894	1894
kit	2018025
2064	2064
58351	58351
stri	2126346
twh	2039
tws	2039
lxx	1575
lxy	1575
cmi	28447
cms	28447
cmc	28447
cmh	28447
ccap	28447
mts	2033
mim	1696072
mio	1714373
mix	367477
mip	1795053
mcw	84292
mpal	300019
mih	1906742
micr	1916917
maur	36805
mhos	162426
mfol	104336
36807	36807
rla	529884
rpla	535712
rtx	145458
rtc	145458
rtn	33888
cum	1561023
cub	1905847
mvd	412690
frp	1795630
agy	453304
agm	2080742
cart	670052
cry	1978566
cphy	1619308
amin	708131
aum	1987356
auw	2079575
psai	1159327
malk	279828
myl	2079792
salc	2079791
hum	2282656
gry	2419771
lyd	2419774
art	290399
arr	1118963
arm	1494608
arl	1690248
are	1704044
aaq	656366
arw	656366
arh	1588023
ary	1652545
arz	1771959
aru	1849032
arq	1357915
arn	2020486
arx	1806905
acry	37928
arth	2079227
1665	1665
1677	1677
210770	210770
1667	1667
ari	1618207
aau	43663
29320	29320
ach	85085
apn	361575
psul	121292
1671	1671
aai	256701
gar	1933880
rsa	1646
krh	72000
kpl	71999
kfv	446860
mlu	1270
1270	1270
526920	526920
rmu	43675
rdn	2047
raj	172042
satk	37927
1762963	1762963
nae	556325
aul	2170745
bcv	84757
bfa	43669
brx	1903186
brv	2017485
bgg	1331682
brz	2017484
bsau	556288
dva	1630135
jde	43674
kse	1276
dni	1274
lmoi	571913
xce	186189
iva	139208
ido	372663
cet	1980001
cceu	1710
ske	60920
cfl	1711
cfi	1708
cga	11
cez	2003551
ica	53358
ars	1658671
serj	1758689
jte	857417
946335	946335
orn	2283195
490575	490575
150395	150395
bly	1703
blin	273384
dco	1863
pac	1747
pak	1747
pav	1747
pax	1747
paz	1747
paw	1747
pad	1747
pcn	1747
pacc	1747
pach	1747
pacn	1747
cacn	1747
pra	33010
cgrn	33011
pfr	1744
pfre	1744
prl	671223
pacd	556499
ppc	1750
pbo	1748
aaci	1748
acij	2057246
mph	29405
tfl	1610493
tfa	399497
tes	1332264
tez	1909732
nca	196162
ndk	450734
1517491	1517491
35761	35761
kfl	182640
psim	2045
2045	2045
aer	2041
aez	2079793
aeb	2107713
mgg	75385
tfu	2021
nda	2014
nal	53437
ngv	280236
tcu	2020
1993	1993
360723	360723
sro	2001
457432	457432
noa	1909395
fra	106370
fre	298653
fri	298654
fal	1859
fsy	656024
ace	28049
nml	53461
gob	1861
bsd	138336
mmar	477641
kra	131568
sen	1836
1836	1836
60894	60894
svi	1852
amd	33910
amn	33910
amm	33910
amz	33910
aoi	31958
31958	31958
aja	208439
amq	1814
amyc	1896961
amyb	1911175
aab	1804986
208443	208443
1913	1913
pdx	240495
psea	445576
psee	1096868
pseh	1641402
pseq	1688404
pecq	1096856
phh	1690815
ami	40567
apre	42197
sesp	103731
kal	43357
345341	345341
kphy	860235
led	1586287
ahm	340345
acti	1612551
acad	1612552
ahg	1470176
acta	2072503
alo	1653480
pmad	530584
68170	68170
756733	756733
1933	1933
stp	168695
saq	168697
mau	47850
mil	648999
micb	2201999
mtua	479978
1874	1874
1877	1877
28040	28040
47868	47868
vma	1003110
ams	1866
ase	134676
actn	649831
afs	196914
acts	2033844
plk	2024580
plab	2108470
plat	2071627
60453	60453
cai	304895
sna	283811
ahe	28264
mcu	2051
tpy	1661
tpyo	1661
1661	1661
asg	59505
actt	2171980
amy	52773
acq	712122
aos	544580
ard	111015
avu	1912795
actp	1960083
actc	1851395
acto	2081702
ane	1655
416175	416175
blo	216816
blj	216816
bln	216816
blon	216816
blf	216816
bll	216816
blb	216816
blm	216816
blk	216816
blg	216816
blz	216816
blx	216816
bad	1680
badl	1680
bado	1680
bla	28025
blc	28025
blt	28025
bbb	28025
bbc	28025
bnm	28025
blv	28025
blw	28025
bls	28025
bani	28025
banl	28025
bni	28025
banm	28025
bde	1689
bdn	1689
bbi	1681
bbp	1681
bbf	1681
bbv	1685
bbru	1685
bbre	1685
bbrv	1685
bbrj	1685
bbrc	1685
bbrn	1685
bbrs	1685
bbrd	1685
bast	1684
btp	33905
bcor	1687
bka	630129
bks	630129
bpsp	1694
bii	1691
bang	1683
bcat	1686
bpsc	28026
bsca	158787
bact	638619
gva	2702
gvg	2702
gvh	2702
2702	2702
sij	78259
pdo	78258
tbi	2006
aey	414996
1850	1850
plan	1884913
plak	1884914
plim	573600
psuf	1884904
pvs	1884905
pvn	1884907
abam	1884634
nhi	1884915
nab	1884916
abai	1650658
rxy	49319
rrd	42256
cwo	191495
afo	53635
aym	467094
ccu	84163
shi	84110
ele	84112
eyy	502558
gpa	471189
aeq	446660
ddt	79604
apv	1382
ols	133926
olo	712411
cgo	33871
caer	74426
cbac	1531429
syn	1148
syz	1148
syy	1148
syt	1148
sys	1148
syq	1148
syj	1147
syo	2116702
syw	84588
syc	32046
syf	32046
syd	110662
sye	316279
syg	64471
syr	316278
syx	32051
syp	32049
cya	321327
cyb	321332
syne	195253
synp	1173263
synk	1280380
synr	585423
synd	585425
syu	1350461
syh	166314
synw	29410
slw	33070
syv	374982
tel	146786
thn	1394889
cgc	59930
cyi	1851505
dsl	292566
cmp	1173032
lep	111781
len	1752064
let	1080068
lbo	1184
1184	1184
hhg	1209493
pseu	82654
pma	1219
pmm	1219
pmt	1219
pmn	1219
pmi	1219
pmb	1219
pmc	1219
pmf	1219
pmg	1219
pmh	1219
pmj	1219
pme	1219
prc	1501268
prm	1501269
amr	155978
mar	1126
mpk	513223
miq	1967666
can	379064
csn	102235
cyl	2054282
hao	65093
cyu	713887
cwa	263511
72020	72020
glp	1173026
gen	1617448
gee	1615909
chon	2005460
cyt	43989
cyp	41431
cyc	65393
cyn	395961
cyh	395962
cyj	497965
ter	1206
mic	1173027
arp	118562
pagh	1160
gei	1173025
oac	118323
oni	482564
mpro	1155739
158786	158786
cep	241425
gvi	33072
glj	1416614
ana	103690
npu	272131
nos	317936
nop	28072
non	1751286
nfl	1306274
noe	1869241
261476	261476
ava	264691
naz	1164
anb	46234
acy	1165
awa	1647413
csg	142864
calo	99598
calt	32054
calh	1337936
riv	373994
fis	1752063
56108	56108
92938	92938
162986	162986
nsp	70799
ncn	1940762
cthe	54299
plp	54308
scs	102116
stan	1807358
ceo	718217
mbf	1899017
det	61435
deh	61435
deb	61435
dev	61435
deg	61435
dmc	61435
dmd	61435
dmg	61435
dmx	61435
dmy	61435
dmz	61435
duc	1522671
dly	552810
dew	943347
dfo	1839801
rrs	357808
rca	120962
cau	1108
chl	1108
1108	1108
cag	152260
hau	65
tro	500
sti	2057
atm	167964
abat	1986204
abao	1889813
cap	133453
pbf	1806508
dra	1299
dge	68909
ddr	310783
dmr	309887
dpt	55148
dgo	502394
dpd	432329
dsw	1182571
dch	1309411
dab	1768108
dpu	1182568
dez	2202254
dwu	980427
dfc	317577
tra	332249
tth	274
ttj	274
tts	274
ttl	274
tsc	37636
thc	1111069
tos	56957
taq	271
271	271
tpar	456163
tbc	56956
75891	75891
mrb	277
mre	277
msv	52022
mtai	172827
opr	187137
mhd	186192
ccz	454171
fgi	1005039
ttr	166501
ctr	813
ctd	813
ctf	813
ctrd	813
ctro	813
ctrt	813
cta	813
cty	813
cra	813
ctrq	813
ctrx	813
ctrz	813
ctrp	813
ctlj	813
ctlx	813
ctll	813
ctb	813
ctrr	813
ctlf	813
ctli	813
ctl	813
ctru	813
ctrl	813
ctrv	813
ctrm	813
ctla	813
ctlm	813
ctls	813
ctlz	813
ctlc	813
ctln	813
ctlb	813
ctlq	813
cto	813
ctrn	813
ctj	813
ctz	813
ctg	813
ctk	813
csw	813
ces	813
ctrb	813
ctre	813
ctrs	813
ctec	813
cfs	813
cfw	813
ctfw	813
ctrf	813
ctch	813
ctn	813
ctq	813
ctv	813
ctw	813
ctrg	813
ctri	813
ctra	813
ctrh	813
ctrj	813
ctrk	813
ctjt	813
ctcf	813
ctfs	813
cthf	813
ctcj	813
cthj	813
ctmj	813
cttj	813
ctjs	813
ctrc	813
ctrw	813
ctry	813
ctct	813
cmu	83560
cmur	83560
cmn	83560
cmm	83560
cmg	83560
cmx	83560
cmz	83560
cpn	83558
cpa	83558
cpj	83558
cpt	83558
clp	83558
cpm	85991
cpec	85991
cpeo	85991
cper	85991
chp	83554
chb	83554
chs	83554
chi	83554
cht	83554
chc	83554
chr	83554
cpsc	83554
cpsn	83554
cpsb	83554
cpsg	83554
cpsm	83554
cpsi	83554
cpsv	83554
cpsw	83554
cpst	83554
cpsd	83554
cpsa	83554
cav	1457141
cca	83557
cab	83555
cabo	83555
cfe	83556
cgz	1457153
chla	1967783
pcu	362787
pnl	389348
puv	83552
wch	71667
sng	83561
ote	107709
obg	1838286
obt	794903
caa	395922
amu	239935
agl	1679444
xii	1704307
min	511746
vba	1637999
vbh	2026799
rba	265606
psl	125
pir	1632865
plm	120
pbs	119
pls	1632864
plh	1636152
fmr	1891926
ttf	1331910
ges	1630693
gog	114
ipa	128
saci	466153
pbor	1387353
kst	174633
174633	174633
phm	547188
pbu	1940790
pbp	1941349
pbas	1851148
vbl	1307763
vbc	2094242
bbu	139
bbz	139
bbn	139
bbj	139
bbur	139
bga	664662
bgb	29519
bgn	29519
bgs	29519
bgc	29519
baf	29518
bafz	29518
bafh	29518
baft	29518
bafe	29518
bbs	64897
bvt	62088
bchi	1245910
bmay	1674146
btu	142
bhr	140
bhi	140
bdu	40834
bre	44449
bcw	29520
bmo	47466
bmiy	47466
bpak	141
bane	143
btur	229155
tpa	160
tpw	160
tpp	160
tpu	160
tph	160
tpo	160
tpas	160
tpc	160
tpg	160
tpm	160
tpb	160
tde	158
tsu	167
tbe	81028
taz	150829
tpi	88058
tpl	53435
tped	409322
scd	215591
tpk	221027
trm	1539298
ssm	55206
sta	154
stq	154
sfc	46355
sbu	1131703
scc	273376
sgp	1131707
slr	1307761
lil	173
lie	173
lic	173
lis	173
lbj	174
lbl	174
lbi	172
lbf	172
lst	28183
laj	28452
lmay	1137606
lkm	408139
tpx	29510
bhy	159
bhd	159
brm	84378
bpo	52584
bpj	52584
bpip	52584
bpw	52584
52584	52584
bip	84377
bhp	1287055
aba	658062
aca	33075
acm	940615
gma	940614
tsa	870903
trs	392734
abas	2211140
sus	332163
ctm	458033
abac	1855912
emi	423605
epo	1408281
eti	1408204
rsd	167965
fnu	851
fnc	851
fnt	851
fus	851
fne	851
851	851
fhw	1583098
fpd	860
fva	856
ful	861
fmo	850
850	850
fgo	849
ipo	167642
2333	2333
lba	40542
leo	712357
lot	1785996
leq	712368
str	826
smf	34105
sns	187101
tai	81462
aco	81468
tli	336261
amo	97477
sbr	651822
cpor	1197717
fsu	833
fsc	833
gau	173480
gph	1379270
gba	861299
bth	818
btho	818
bfr	817
bfs	817
bfg	817
bfb	817
817	817
bvu	821
bhl	290053
bsa	376805
bxy	371601
bdo	357276
bdh	357276
boa	28116
bcel	246787
bcac	47678
bcae	1796613
bzg	28119
bhf	28113
151276	151276
310297	310297
bacc	1400053
pgi	837
pgn	837
pgt	837
pah	28123
pcre	393921
pbt	1562970
pmuc	1642646
pet	1978337
ppn	185300
pdi	823
parc	2025876
tfo	28112
toh	712710
pary	1796646
bvs	397865
psac	1642647
osp	28118
aps	511435
pru	839
839	839
pmz	28132
pdn	28129
pit	28131
pdt	52227
pro	652716
pfus	589436
peo	76123
pje	1177574
afd	214856
ash	328814
rbc	1433126
dori	1168034
blq	1307839
asx	889453
mbas	1717717
sru	146919
srm	146919
rmr	29549
rmg	29549
rbar	1779382
cpi	79329
cbae	2029983
nko	354356
nso	446683
nia	1176587
fla	1492898
arb	1850526
ark	2341117
fln	477680
pseg	2315862
hhy	2350
sgn	1008
phe	984
pep	1727164
pcm	188932
psty	430522
pgs	363852
psn	151895
shg	743722
sht	1538644
sphn	1933220
smiz	1010
scn	995
mup	1300914
muc	1234841
mgot	1550579
muh	2305508
sbx	1986952
cmr	104
camu	320787
bbd	232259
evi	390884
est	1795355
alm	1727163
356796	356796
chu	985
dfe	94254
sli	108
srd	1379870
smon	1178516
spir	2057025
lby	316068
rsi	106
run	2259595
rup	2268026
eol	312279
fae	651143
fib	1834519
psez	2183547
als	1784714
fli	999
hsw	1446467
hym	1356852
hyd	1385664
hye	1385663
hyg	1411621
hyp	1484116
hyz	1484118
hnv	1850093
hyh	2319843
pko	400092
pact	323450
ruf	1379910
rti	512763
rud	1379909
mtt	1006
flm	1191459
fbt	1257021
aas	281120
che	249402
cec	650378
cher	247481
chk	2321403
gfo	411153
grl	1913577
gfl	1486245
grs	2126553
fjo	986
fjg	459526
fps	96345
fpc	96345
fpy	96345
fpo	96345
fpq	96345
fpv	96345
fpw	96345
fpk	96345
fpsz	96345
fbr	55197
fco	996
fin	312277
fgl	1492737
fcm	1306519
ffa	1355330
fat	1784713
fki	1678728
408956	408956
coc	1018
1018	1018
ccm	28188
col	1705617
chg	45243
capn	209053
cgh	1017
clk	327575
cspu	1019
ccyn	28189
caph	1945658
csto	1848904
rbi	252307
zpr	398743
cat	313588
ran	34085
rai	34085
rar	34085
rag	34085
rae	34085
rat	34085
34085	34085
fbc	313603
marm	1644130
mart	1836467
marb	1178778
cao	59600
cly	979
clh	979
cbal	76594
cbat	76594
wvi	1014
kdi	983548
dok	313590
ddo	326320
dod	2173169
lan	983544
lvn	1486034
laci	2057808
zga	63186
mrs	111501
mlt	516051
asl	101385
orh	28251
ori	28251
ptq	57029
ndo	328515
nom	1476901
nsd	319236
nob	2058134
pom	313598
pob	1774273
prn	996801
pola	1529069
poa	2058137
eao	1117645
emn	1117645
een	1117645
elb	172045
emg	238
238	238
ego	1756150
egm	1756149
myr	1583100
mpw	480520
mod	76832
myz	1458492
chz	878220
cgn	1324352
cih	1721091
chh	1685010
cio	253
253	253
chry	2015076
cpip	558152
ctak	536441
chrs	2478663
chrz	2039166
win	754409
wij	1936080
sze	762954
ahz	1736674
syi	1453352
tdi	669041
ten	1850252
tje	584609
tmar	107401
lut	1622118
lul	1850246
wfu	1790137
for	1336794
foh	1336795
salt	1729720
seon	1936081
aalg	616991
oll	2058135
oaq	639310
fek	1803846
taj	2069432
aue	2094025
spon	1383885
kos	2282170
marf	2027857
aqb	1714860
aqa	1714848
aqd	1714849
emar	1761453
fba	531844
fbu	1150389
smg	336810
sms	336810
smh	336810
sum	336810
smv	336810
smub	336810
smum	336810
smue	336810
smup	336810
bbl	624186
bpi	367488
bmm	39768
bcp	164514
bbg	1186051
bbq	367806
blp	1653831
blu	1316444
blck	298656
fte	191579
flu	1798018
oho	253245
ise	242600
elv	1415657
udi	670956
bbau	1690483
cte	1097
cpc	274539
clz	274537
cch	337090
cph	1096
cpb	1096
cli	1092
pvi	1094
plt	1100
pph	34090
paa	1102
proc	1868325
prs	1974213
pros	281093
cts	100716
ial	591197
mro	1134405
cprv	1457365
caci	456827
aae	63363
hya	380749
hho	547144
hys	547146
hth	940
hte	940
tal	136094
trd	75906
sul	436114
saf	309806
pmx	309805
ttk	412593
tam	228745
dte	64160
tma	2336
tmm	2336
tmi	2336
tmw	2336
tmq	2336
tmx	2336
tpt	93929
trq	126740
tna	2337
tnp	93930
thq	1157948
thz	1157947
thr	126738
tle	177758
tta	119394
phy	57487
tme	46541
taf	2421
thp	1462747
ther	1437364
fno	2424
fpe	93466
fia	2423
pmo	69499
mpz	149715
marn	1545835
dtn	1006576
kol	651457
kpf	1330330
mpg	1184387
minf	1236046
cex	693075
din	936456
ddf	197162
dap	118000
cni	477976
fsi	2352
caby	187145
dth	14
dtu	513050
tye	28262
nde	330214
nmv	42253
nio	1715989
1715989	1715989
nja	1325564
lfc	180
lfi	178606
lfp	178606
leg	1660083
tid	171695
top	1295609
tcm	1741
cthi	1653476
saal	1332188
sbe	1394711
sbag	1619070
sox	1476577
prf	1735162
bana	2026885
mox	671143
srb	1394709
srg	1643353
wwe	1394710
bgw	1620412
bbgw	1618337
mib	1618372
wba	1618600
pwo	1619007
cgw	1618633
tmg	1619077
baab	1898108
700510	700510
663362	663362
77133	77133
331677	331677
32644	32644
mja	2190
mfe	83171
mvu	73913
mfs	644281
mif	67760
mjh	1301915
mig	2189
mmp	39152
mmq	39152
mmx	39152
mmz	39152
mmd	39152
39152	39152
mae	42879
mvn	2187
mvo	2188
2188	2188
mok	155863
mth	145262
mmg	145263
metc	866790
mwo	145261
mete	2017966
metz	1898379
mst	2317
metb	1789762
msi	2173
mru	83816
meb	224719
mmil	230361
meye	1609968
mol	294671
39441	39441
mel	877455
mew	868131
meth	1379702
mfc	2162
mfi	2162
mcub	118062
msub	59277
metn	1911685
mett	2025350
mfv	2180
mka	2320
afu	2234
afg	2234
apo	84156
ave	58290
ast	1316941
fpl	54261
gac	565033
gah	113653
tac	2303
tvo	50339
pto	82076
fac	97393
fai	74969
cdiv	1673428
tar	1054217
max	1291540
mer	1406512
mear	1577791
marc	1495144
abi	379547
acf	673860
pho	53953
pab	29292
pfu	2261
pfi	2261
pyn	342949
pya	1008460
pys	1183377
pyc	1609559
tko	311400
ton	342948
tga	187878
tsi	172049
tba	55802
the	1042877
tha	246969
thm	163003
tlt	2265
ths	582419
tnu	195522
teu	1505907
tgy	110164
thv	1674923
tch	54262
tpep	53952
tpie	1712654
tgg	71997
tce	2264
tbs	54077
thh	2008440
tsl	72803
ttd	277988
tprf	49899
trl	187880
tpaf	71998
46540	46540
ppac	971279
mac	2214
mba	2208
mby	2208
mbw	2208
mbar	2208
mbak	2208
2208	2208
mma	2209
mmaz	2209
mmj	2209
mmac	2209
mvc	2215
mek	1434099
mls	170861
metm	1434100
mef	1434102
meq	1434103
msj	38027
msz	38027
msw	38027
mthe	2210
mthr	2210
2210	2210
mhor	418008
mfz	1715806
mbu	29291
mmet	2226
mmh	2176
mhaz	2177
39664	39664
mev	2322
mzh	39669
mpy	420950
mhz	101192
mtp	2224
mcj	2223
mhi	301375
mhu	2203
mla	83984
mem	2198
mbg	83986
mema	86622
2200	2200
mpi	54120
mbn	358766
mfo	882104
mpl	475088
mpd	570267
mez	1175444
rci	1175445
hal	2242
hsl	2242
hdl	751944
hhb	1407499
hje	413810
halh	1873524
hhsr	1873524
hsu	1604004
hsf	1604004
hma	2238
hhi	51589
hhn	51589
hab	1592728
hta	1932004
29282	29282
nph	2257
nmo	416273
hut	146826
hti	430914
hmu	57705
hali	1932360
harc	1679096
hwa	293091
hwc	293091
hvo	2246
hme	2252
hgi	35746
hbo	60847
haq	1547898
haj	1547899
hla	2247
srub	755307
hae	1073996
hah	756883
htu	62320
hda	588898
nmg	13769
hxa	387343
nat	406552
npe	69525
nge	44930
hru	387341
nou	29288
sali	1333523
hlr	353800
hlc	229731
naj	745377
nag	2086290
nan	2044521
nac	1737403
ape	56636
56636	56636
acj	229980
smr	2280
shc	84599
iho	160233
iis	54259
dka	94694
dfd	94694
dmu	2275
tag	54254
iag	334771
thg	1200300
53426	53426
hbu	54248
pfm	54252
pdl	1273541
sto	111955
sso	2287
sol	2287
ssoa	2287
ssol	2287
ssof	2287
2287	2287
sai	2285
sacn	2285
sacr	2285
sacs	2285
sis	43080
sia	43080
sim	43080
sid	43080
siy	43080
sin	43080
sii	43080
sih	43080
sir	43080
sic	43080
sula	1891280
2288	2288
mse	43687
mcn	1006005
mhk	79601
aho	563177
aman	282676
abri	41673
41673	41673
asul	312539
2283	2283
1071056	1071056
