kegg.code	taxa.id
28450	28450
bte	57975
btq	57975
btj	57975
btz	57975
btd	57975
btv	57975
bthe	57975
bthm	57975
btha	57975
bthl	57975
bok	342113
boc	342113
bvi	60552
bve	60552
bur	482957
bcn	95486
bch	95486
bcm	95486
bcj	95486
bcen	95486
bcew	95486
bceo	95486
bam	152480
bac	152480
bmu	87883
bmj	87883
bmk	87883
bmul	87883
bct	292
bced	292
bcep	292
292	292
bdl	152500
bpyr	60550
bcon	488447
bub	101571
bdf	488732
blat	488446
btei	1503055
bsem	488731
bpsl	1207504
bmec	488729
bstg	1503054
bstl	95485
bgl	337
bgu	337
bug	640510
bge	640511
bgf	640512
bgd	28095
bgo	28095
byi	1097668
buk	416344
buo	758793
bue	758796
bul	1468409
buq	1678678
bgp	41899
bpla	41899
bud	1740162
buz	1804984
bum	1795043
bui	1795874
233098	233098
233799	233799
69003	69003
306678	306678
bxe	36873
bxb	36873
bph	148447
brh	412963
bpx	252970
bpy	261302
bfn	134537
bcai	75105
pspw	948107
para	1926494
parb	2026199
phs	169430
pter	311230
pgp	60548
pnu	576611
pne	576610
pdq	1835254
poh	1743172
ppk	93220
ppno	93220
ppnm	93220
prb	93220
93220	93220
ppul	93221
93221	93221
pspu	93222
93222	93222
papi	93218
93218	93218
pve	656178
pox	573737
ptx	445709
pfg	656179
pnr	93219
93219	93219
1705919	1705919
1705920	1705920
plg	29443
hyf	2268024
bpe	520
bpc	520
bper	520
bpet	520
bpeu	520
bpa	519
bpar	519
bbr	518
bbm	518
bbh	518
bbx	518
518	518
bpt	94624
bav	521
bho	35814
bhm	35814
bhz	103855
btrm	123899
bbro	463025
bfz	463014
bpdz	1331258
boh	1697043
bgm	463040
boz	2163011
axy	85698
axo	85698
axn	85698
axx	85698
85698	85698
adt	32002
ais	217204
asw	217203
achr	1758194
achb	2282475
223	223
1287738	1287738
1287735	1287735
224	224
72557	72557
1707589	1707589
1707590	1707590
teq	29575
tea	29575
teg	29575
tas	84590
tat	84590
put	1007105
aka	310575
amim	302406
cdn	75697
75697	75697
bpsi	1472345
afa	511
afq	511
511	511
aaqu	323284
108557	108557
118970	118970
phn	643674
odi	1851544
our	90245
90245	90245
pig	2488560
rfr	192843
rsb	1484693
rac	81479
rhy	1842727
pol	296591
pna	216465
pos	2268087
aav	80869
80869	80869
ajs	232721
dia	721785
aaa	80867
ack	358220
acra	1842533
acid	553814
acip	553814
acin	553814
acis	553814
acio	2478662
vei	364317
dac	80866
80866	80866
del	742013
dts	180282
dhk	1920191
518882	518882
vap	34073
vpe	34073
vpd	34073
vaa	1795631
vbo	436515
vam	2126319
218557	218557
ctt	363952
363952	363952
ctes	285
285	285
cke	225992
cser	1082851
58226	58226
213664	213664
adn	179636
adk	179636
rta	94132
cbx	1436290
oto	1658672
otk	2109914
lim	1678129
lih	1678128
hyr	1842537
hyb	795665
hyl	1763535
65786	65786
dpy	1546149
1302548	1302548
simp	2109915
melm	2116657
mela	2109913
cbaa	1458425
cbab	1458426
mpt	105560
har	204773
mms	375286
jag	55508
jab	1236179
jaz	1644131
jal	1938606
jsv	368607
hse	964
hsz	964
hht	341045
hrb	80842
hee	2025949
zin	884215
cfu	158899
care	279058
cpra	279113
mnr	1678028
masw	1707785
mass	2045208
masz	2072590
mtim	945844
masy	1593482
ofo	847
847	847
sutt	2494234
lch	34029
tin	926
thi	426114
rge	28068
rbn	316997
rdp	76731
pkt	1768242
miu	1658665
rgu	946333
aon	1296669
bbag	1469502
bbay	1834205
pbh	413882
391953	391953
36863	36863
1547922	1547922
neu	915
net	916
nit	153948
nii	261292
nco	44574
nur	44577
nmu	1231
nlc	1288494
shd	748811
metr	1842540
tbd	36861
931	931
mfa	405
405	405
mmb	359408
meh	1055487
mei	266009
mep	887061
mbac	1581680
mbat	1581557
meu	1662285
slt	63745
gca	370405
sdr	649841
sulf	1985873
fam	1188319
eba	551760
dsu	146939
rbu	1565605
rbh	1898103
dar	259537
dey	2231055
azo	62928
aza	748247
azi	198107
aoa	418699
atw	2067960
acom	41977
azd	356837
59406	59406
tmz	85643
thu	1134435
tcl	96773
thk	2005884
tak	59405
59405	59405
86174	86174
76112	76112
33058	33058
zpa	2080469
app	327160
tpn	189385
tpq	189385
tpj	1010676
kci	33056
kct	33056
kbl	233181
kbt	233181
kde	994692
kga	994695
kon	994696
kso	1576550
ssdc	669502
ndl	1160784
vfg	881286
bprc	543913
beb	1690485
beba	1904640
hpy	210
heo	210
hpj	210
hpa	210
hps	210
hhp	210
hhq	210
hhr	210
hpg	210
hpp	210
hpb	210
hpl	210
hpc	210
hca	210
hpm	210
hpe	210
hpo	210
hpi	210
hpq	210
hpw	210
hpu	210
hef	210
hpf	210
heq	210
hex	210
hpt	210
hpz	210
hpv	210
hpx	210
hen	210
hph	210
heg	210
hpn	210
hep	210
heu	210
hes	210
hpys	210
hcn	210
hpd	210
hey	210
her	210
hei	210
hpya	210
hpyk	210
hpyo	210
hpyl	210
hpyb	210
hpyc	210
hpyd	210
hpye	210
hpyf	210
hpyg	210
hpyh	210
hpyj	210
hpyr	210
hpyi	210
hpyu	210
hpym	210
hem	210
heb	210
hez	210
210	210
hhe	32025
hac	212
hms	217
hfe	214
hbi	56877
hce	138563
hcm	138563
hcp	213
hcb	213
hhm	35817
hty	76936
hbl	37372
had	135569
wsu	844
tdn	39766
sua	202747
sku	148813
sulr	1249480
cje	197
cjb	197
cjj	197
cju	197
cjn	197
cji	197
cjm	197
cjs	197
cjp	197
cjej	197
cjeu	197
cjen	197
cjei	197
cjer	197
cjv	197
cjy	197
cjq	197
cjl	197
cjw	197
cjr	197
cjd	197
cjz	197
cjx	197
197	197
cff	196
cft	196
cfv	196
cfx	196
cfz	196
camp	196
cfp	196
196	196
ccv	200
cha	76517
cco	199
ccoc	199
cla	201
clr	201
clm	201
clq	201
cln	201
cll	201
201	201
ccol	195
ccc	195
ccq	195
ccf	195
ccy	195
ccoi	195
ccof	195
ccoo	195
195	195
caj	1244531
cis	260714
cvo	1031542
cpel	488546
camr	1500960
csm	497724
csf	497724
cgra	824
cure	827
chyo	198
chv	28898
cspf	206
cpin	1965231
ccun	374106
clx	75658
cavi	522485
chw	1813019
abu	28197
abt	28197
abl	28197
28197	28197
ant	28199
arc	944547
alp	1850254
sdl	65553
sba	44674
smul	66821
shal	194424
suls	1986224
sulj	220622
nsa	269261
nis	387092
sun	387093
slh	206403
nam	244787
gsu	35554
gsk	35554
gme	28232
gur	351604
glo	313985
gbm	225194
geo	1203471
gem	443144
geb	443143
gpi	345632
gao	1340425
gsb	483547
pca	19
ppd	29543
pace	29542
29542	29542
pef	1842532
des	1603606
deu	1823759
57040	57040
dvu	881
dvl	881
dvm	881
dvg	881
dde	58180
dds	876
ddn	876
dma	184917
dsa	880
daf	873
dhy	191026
dgg	879
dfi	44742
dpg	901
def	631220
dtr	1725232
878	878
das	182210
dpi	879567
dej	1716143
pprf	57320
lip	29546
lir	29546
35833	35833
dba	899
doa	132132
drt	45663
dps	84980
dak	427923
dpr	894
deo	1986146
dsf	65555
dol	181663
dml	897
897	897
dal	259354
dat	2296
dto	28223
ade	161493
acp	161493
afw	404589
ank	447217
mxa	34
mfu	33
msd	83455
mym	1297742
mmas	35
ccx	184914
sur	41
41	41
age	48
mbd	83453
cfus	43
vin	1391653
scl	56
scu	56
56	56
ccro	52
samy	927083
llu	1391654
mrm	888845
hoh	80816
sat	316277
dao	60893
dti	2358
sfu	119484
dbr	453230
hmr	84405
dav	33002
dpb	673862
bsed	1548548
bba	959
bbat	959
bbw	959
bbac	959
bex	453816
bmx	97084
hax	2109558
bsto	960
rpr	782
rpo	782
rpw	782
rpz	782
rpg	782
rps	782
rpv	782
rpq	782
rpl	782
rpn	782
rty	785
rtt	785
rtb	785
rcm	788
rcc	788
rbe	33990
rbo	33990
rco	781
rfe	42862
rak	786
rri	783
rrj	783
rra	783
rrc	783
rrh	783
rrb	783
rrn	783
rrp	783
rrm	783
rrr	783
rms	35791
rmi	35791
rpk	47589
raf	35788
rhe	226665
rja	35790
rsv	35794
rsw	35794
rph	1105106
rau	787
rmo	33991
rpp	35792
rre	33992
ram	33989
rab	33989
rmc	109232
ric	337479
ots	784
ott	784
ptc	2115978
wol	163164
wri	66084
wen	77038
wed	77038
wpi	263437
wbm	80849
woo	100901
wcl	246273
weo	169402
ama	770
amf	770
amw	770
amp	770
acn	769
aph	948
apy	948
apd	948
apha	948
aoh	142058
eru	779
erw	779
erg	779
ecn	944
ech	945
echa	945
echj	945
echl	945
echs	945
echv	945
echw	945
echp	945
emr	35795
ehh	391036
nse	951
nri	950
nhm	33994
mmn	234827
fso	1802984
rbt	1528098
paca	91604
caq	244581
naf	1509244
eaa	86106
mlo	2066070
mln	381
381	381
mci	39645
mop	593909
mam	536018
mamo	71433
meso	1670800
mesw	278153
mes	266779
hoe	1620421
aak	83263
83263	83263
amih	374606
pht	1867719
pla	256618
rbs	2026785
sme	382
smk	382
smq	382
smx	382
smi	382
smeg	382
smel	382
smer	382
smd	110321
rhi	380
sfh	380
sfd	380
six	1842534
same	194963
sino	794846
ead	106592
eah	106592
106592	106592
esj	716925
atu	1176649
1176649	1176649
ara	358
atf	358
ata	358
358	358
avi	373
agr	861208
agc	1842536
aro	359
ret	29449
rec	29449
rel	29449
rep	29449
rei	1301032
rle	384
rlt	384
rlg	384
rlb	384
rlu	384
rtr	398
rir	424182
rhl	348824
rga	56730
rhn	1703962
rpha	396
rht	1125847
rhx	1703966
rhv	1869170
rhk	2020311
rez	1967781
267998	267998
ngl	399
ngg	399
neo	2060726
nen	1825976
las	34021
laa	34021
lat	34021
lso	556287
lcc	1273132
lar	309868
lau	34020
shz	879274
bme	29459
bmel	29459
bmi	29459
bmz	29459
bmg	29459
bmw	29459
bmee	29459
bmf	235
bmb	235
bmc	235
baa	235
babo	235
babr	235
babt	235
babb	235
babu	235
babs	235
babc	235
bms	29461
bsi	29461
bsf	29461
bsui	29461
bsup	29461
bsuv	29461
bsuc	29461
bmt	29461
bsz	29461
bsv	29461
bsw	29461
bsg	29461
bov	236
bcs	36855
bsk	36855
bol	36855
bcar	36855
bcas	36855
bmr	444163
bpp	120576
bpv	120576
bcet	120577
bcee	120577
bvl	981386
bru	1891098
oan	529
oah	529
ops	419475
och	271865
94626	94626
bja	1355477
bju	375
bjp	375
bra	114615
bbt	288000
brs	335659
aol	44255
brc	1223566
brad	376
bic	1274631
bro	115808
brk	2057741
bot	931866
brq	1404768
29448	29448
722413	722413
rpa	1076
rpb	1076
rpc	1076
rpd	1076
rpe	1076
rpt	1076
rpx	1076
nwi	913
nha	912
oca	40137
ocg	40137
oco	40137
bop	1792307
bos	1842539
bvv	1526658
vgo	1333996
bhe	38323
bhn	38323
bhs	38323
bqu	803
bqr	803
bbk	774
btr	85701
btx	85701
bgr	33045
bcd	56426
baus	388640
bvn	33047
banc	1318743
bapi	1686310
bart	1933906
bara	1933910
barw	1933904
barr	1933912
baro	515256
barj	1933907
xau	280
280	280
azc	7
sno	921
mex	408
mea	408
mdi	408
mch	408
mpo	223967
mza	29429
mrd	31998
met	426117
mno	114616
mor	334852
meta	925818
maqu	270351
mphy	418223
mee	2051553
metd	2067957
metx	739141
mets	2202825
moc	1882682
miv	2082949
bid	533
msl	199596
chel	1702325
cdq	444444
hdn	53399
hdt	53399
hmc	717785
hni	1427356
121290	121290
rva	1069
phl	531813
fil	1608628
fiy	1608628
deq	1643450
dei	2083786
bvr	1079
rhz	674703
mmyr	454601
338054	338054
msc	187303
mbry	655015
mros	173366
mtw	426
mey	1486262
maad	686597
mmed	293089
aua	1349819
brn	2304600
hci	573658
hct	573658
hcc	573658
hcd	573658
mcg	1384459
thd	1902579
psin	1235591
hdi	1482074
rbm	1862950
50057	50057
ccr	155892
ccs	155892
cak	366602
cse	88688
chq	69395
cmb	69666
cfh	1679497
pzu	284016
phb	2201350
bsb	74313
brd	1532555
bne	588932
brg	1827469
brl	1938605
bvc	41276
293	293
aex	78587
cbot	1759059
sil	89184
sit	292414
rue	2099786
rua	2293862
rmb	379347
rsp	1063
rsh	1063
rsq	1063
rsk	1063
rcp	1061
rhp	1850250
rbl	1075
jan	290400
rde	2434
rli	42443
pde	266
266	266
pami	34003
pye	147645
pcon	1945662
pzh	1077935
paro	1529068
paru	2065379
pamn	34004
pmut	1499308
pars	2259340
82367	82367
dsh	215813
kvu	92945
kvl	92945
kro	92947
psf	911045
pga	221822
pgl	221822
pgd	60890
php	1844006
ppic	1580596
phq	681157
oat	1217908
oar	53946
otm	1458307
lmd	133924
red	159346
ptp	1284658
cid	1208324
cmar	1397108
ceh	1758178
cmag	1411902
malg	42444
con	1609966
rsu	35806
35806	35806
rhm	308754
rhc	1564506
pphr	121719
hat	1579316
lap	1674922
lagg	187304
187304	187304
labr	2021862
daa	1335048
yan	1792508
ypac	311180
suam	1917485
spse	1402135
sulz	1389005
suli	2070369
suld	1968541
don	1920883
tpro	1229727
tom	299262
paby	1250539
thw	1915078
rmm	215743
rok	391613
lvs	245188
aht	74033
rbg	441209
sagu	2009329
thas	2109625
geh	2169400
rbz	1904441
mmr	74318
hne	81032
hba	2724
hbc	1690484
zmo	542
zmn	542
zmm	542
zmb	542
zmi	542
zmc	542
zmr	542
zmp	542
542	542
nar	48935
npp	702113
npn	205844
nre	158500
nov	1609758
not	1016987
sal	117207
117207	117207
sphk	1515612
sphp	292913
292913	292913
smag	33050
smaz	33050
33050	33050
ster	33052
sgi	267128
sphl	1913578
sphq	1357916
spho	1866325
sphu	310581
swi	160791
sphd	160791
160791	160791
sphm	745310
stax	1549858
sphi	1609977
ssan	397260
snj	1961362
smy	152682
span	1560345
skr	93064
splm	1938607
splk	1390395
sphj	1921510
spkc	1030157
sphc	1327635
sphf	2219696
spha	2319844
13689	13689
314266	314266
411925	411925
sjp	332056
sch	46429
ssy	627192
syb	484429
sbd	1332080
spmi	407020
sphb	1855519
sphr	1843368
sinb	332055
spht	1315974
shyd	1673076
sya	13690
sclo	120107
595605	595605
121428	121428
cij	1634516
sphg	1806885
sfla	266812
sphy	2077182
blas	1842535
bfw	1550728
rdi	1850238
364097	364097
364098	364098
eli	39960
elq	39960
ery	1648404
egn	502682
efv	192812
erk	2011159
err	2182384
aay	1267766
amx	543877
aep	361183
anh	645517
ado	692370
alb	2060312
cna	1348774
cman	450378
pns	1112
porl	1896196
phz	2023229
gox	442
goh	442
goy	442
442	442
gal	318683
gbe	364410
gbh	364410
gbc	364410
gbs	364410
acr	524
amv	62140
gdi	33996
gdj	33996
gxy	1177712
gxl	28448
kna	265960
keu	33995
ksc	265959
apt	438
apw	438
apf	438
apu	438
apg	438
apq	438
apx	438
apz	438
apk	438
asz	446692
asv	1633874
aace	435
435	435
aper	1076596
apom	65959
ato	104102
aasc	481146
acet	2259883
abg	91915
kba	153496
rgi	257708
ros	2018065
nch	320497
coq	2478912
89018	89018
rru	1085
rrf	1085
rce	34018
rpm	1084
mag	84159
mgy	55518
mgry	55518
magx	1663591
magn	1639348
azl	193
ali	193
abs	192
abq	192
abf	192
192	192
ati	528244
ahu	1226968
azt	664962
azm	682998
tmo	171437
thal	1263979
efk	1263979
txi	220697
thac	2048283
tii	1891279
magq	1288970
hjo	1549855
nao	28077
ncb	1612173
pbr	208216
mgm	1124597
pub	198252
pel	1002672
apc	744985
apm	859653
mai	349221
man	349221
pgv	991904
phr	1868589
apb	767892
afe	920
afr	920
acu	33059
acz	33059
afi	160808
1232575	1232575
maes	1921086
mfn	1921087
htl	297
32043	32043
33067	33067
47660	47660
72586	72586
79676	79676
60694	60694
bsu	1423
bsr	1423
bsl	1423
bsh	1423
bsy	1423
bsut	1423
bsul	1423
bsus	1423
bss	1423
bst	1423
bso	1423
bsn	1423
bsq	1423
bsx	1423
bsp	1423
1423	1423
bli	1402
bld	1402
1402	1402
blh	1648923
bay	492670
baq	492670
bya	492670
bamp	492670
baml	492670
bama	492670
bamn	492670
bamb	492670
bamt	492670
bamy	492670
bmp	492670
bao	1390
baz	1390
bql	1390
bxh	1390
bqy	1390
bami	1390
bamc	1390
bamf	1390
bae	1452
bvm	72361
bha	86665
ban	1392
bar	1392
bat	1392
bah	1392
bai	1392
bax	1392
bant	1392
banr	1392
bans	1392
banh	1392
banv	1392
bce	1396
bca	1396
bcz	1396
bcr	1396
bcb	1396
bcu	1396
bcg	1396
bcq	1396
bcx	1396
bal	1396
bnc	1396
bcf	1396
bcer	1396
bcef	1396
1396	1396
bcy	580165
btk	1428
btl	1428
btb	1428
btt	1428
bthr	1428
bthi	1428
btc	1428
btf	1428
btm	1428
btg	1428
bti	1428
btn	1428
btht	1428
bthu	1428
btw	1428
bthy	1428
1428	1428
bwe	1405
bww	1405
bmyo	1405
bty	155322
bmyc	64104
bby	658666
bcl	79880
79880	79880
bpu	1408
bpum	1408
bpus	1408
1408	1408
bpf	79885
bmq	1404
bmd	1404
bmh	1404
bmeg	1404
1404	1404
bco	1413
bck	1398
bag	1398
bcoa	1398
bjs	1127744
baci	666686
bif	324767
ble	300825
bmet	1471
gst	1565991
bacw	756828
bacp	1446792
bacb	1570330
baco	98228
bacy	1574141
bacl	1806506
balm	1628753
beo	135735
bsm	1479
bsj	1478
bon	665099
bgy	1664069
bfx	86664
bgi	79881
bwh	1547283
bxi	1178537
bhk	79883
bkw	199441
bbev	632773
bko	859143
balt	293387
bacs	1774743
bmur	264697
bsaf	561879
bit	1963032
1397	1397
1409	1409
84635	84635
104667	104667
1427	1427
oih	182710
ocn	2052660
gka	1462
gte	33941
gtk	33941
gtm	33938
gli	169283
gtn	33940
gwc	471223
gyc	544556
gya	550542
gct	691437
gmc	581103
ggh	1233873
gjf	1921421
1921421	1921421
gea	1629723
gel	1519377
gse	1422
1422	1422
gsr	129338
gej	1813182
gth	1426
ptl	1426
afl	33934
agn	198467
anm	1490052
aamy	294699
anl	1490057
265948	265948
axl	1449
lsp	1421
1421	1421
lgy	1145276
lfu	28031
lys	2072025
lyb	2081964
lyz	2169540
hhd	1570
hmn	402384
tap	386490
vir	403957
vhl	1482
vig	1911587
vil	2017483
vne	163877
vpn	302167
61016	61016
lao	1472767
fpn	1221500
far	255247
sje	1230341
apak	33936
1371	1371
bse	85683
sau	1280
sav	1280
saw	1280
sah	1280
saj	1280
sam	1280
sas	1280
sar	1280
sac	1280
sax	1280
saa	1280
sao	1280
sae	1280
sad	1280
suu	1280
suv	1280
sue	1280
suj	1280
suk	1280
suc	1280
sut	1280
suq	1280
suz	1280
sud	1280
sux	1280
suw	1280
sug	1280
suf	1280
saua	1280
saue	1280
saun	1280
saus	1280
sauu	1280
saug	1280
sauz	1280
saut	1280
sauj	1280
sauk	1280
sauq	1280
sauv	1280
sauw	1280
saux	1280
sauy	1280
sauf	1280
sab	1280
suy	1280
saub	1280
saum	1280
sauc	1280
saur	1280
saui	1280
saud	1280
sams	1280
1280	1280
suh	985002
sep	1282
ser	1282
sepp	1282
seps	1282
1282	1282
sha	1283
shh	1283
1283	1283
ssp	29385
sca	1281
slg	28035
sln	28035
ssd	283734
sdt	283734
swa	1292
1292	1292
spas	45972
sxy	1288
sxl	1288
sxo	1288
shu	1284
scap	29388
ssch	1295
sscz	1295
sagq	985762
seqo	246432
ssif	1286
1286	1286
scv	70255
spet	170573
slz	155085
scoh	29382
29382	29382
sscu	1296
1296	1296
snl	214473
skl	29384
sfq	46127
42858	42858
mcl	69966
mcak	1855823
macr	1898474
shv	407035
sbac	1849491
lmo	1639
lmn	1639
lmy	1639
lmt	1639
lmoc	1639
lmoe	1639
lmob	1639
lmod	1639
lmow	1639
lmoq	1639
lmr	1639
lmom	1639
lmf	1639
lmc	1639
lmog	1639
lmp	1639
lmol	1639
lmoj	1639
lmoz	1639
lmox	1639
lmh	1639
lmq	1639
lml	1639
lmg	1639
lms	1639
lmj	1639
lmw	1639
lmx	1639
lmz	1639
lmon	1639
lmos	1639
lmoo	1639
lmoy	1639
lmot	1639
lmoa	1639
lmok	1639
lmv	1639
1639	1639
lin	1642
lwe	1643
lsg	1640
liv	1638
lii	1638
liw	1638
lia	1638
lio	1638
lwi	1006155
bths	2756
esi	332410
eat	360911
ean	132920
exm	1399115
exu	1849031
got	1785995
gmo	29391
geq	2040624
bbe	1393
1393	1393
blr	1465
bfm	54913
51101	51101
pjd	324057
gym	481743
ppy	1406
ppm	1406
ppo	1406
ppol	1406
ppq	1406
ppoy	1406
pms	61624
pmq	61624
pmw	61624
pta	159743
plv	1464
psab	365617
pdu	44251
pbd	160799
pgm	189425
pod	189426
paen	1536769
paef	1536770
paeq	1536771
pste	169760
paea	1536772
paee	1536773
paeh	1536774
paej	1536775
pbj	1126833
pih	1566358
pri	483937
ppeo	59893
pnp	162209
pow	1695218
pbv	1616788
pxl	528191
pyg	1462996
pswu	1178515
pdh	414771
pib	1870820
pcx	1763538
pkb	172713
paih	867076
pvo	71995
plw	1401
649508	649508
206394	206394
tco	377615
anx	1450761
asoc	1500254
143495	143495
coh	2480923
aac	405212
aad	405212
bts	33943
kyr	2055160
tum	1903704
tab	1214604
siv	76853
ssil	76853
sob	2048654
pln	1526927
pku	1374
prt	200991
pll	1302659
pana	161360
pdg	414778
phc	1215089
pmar	192421
ppla	1038856
pfae	1598147
plx	2058136
jeo	1508404
kur	1750719
spsy	1476
spor	1930764
spop	1930546
sure	1571
spos	2283194
1474	1474
rst	241244
paek	2320858
394098	394098
ntr	1471761
lfb	37482
2026	2026
lla	1358
llk	1358
llt	1358
lls	1358
lld	1358
llx	1358
llc	1358
llm	1358
llr	1358
lln	1358
lli	1358
llw	1358
llj	1358
1358	1358
lgr	1363
lgv	1363
lpk	1364
lrn	1366
lact	2419773
spy	1314
spz	1314
spym	1314
spya	1314
spm	1314
spg	1314
sps	1314
sph	1314
spi	1314
spj	1314
spk	1314
spf	1314
spa	1314
spb	1314
stg	1314
stx	1314
soz	1314
stz	1314
spyh	1314
spyo	1314
1314	1314
spn	1313
spd	1313
spr	1313
spw	1313
sjj	1313
snv	1313
spx	1313
snt	1313
snd	1313
spnn	1313
sne	1313
spv	1313
snc	1313
snm	1313
spp	1313
sni	1313
spng	1313
snb	1313
snp	1313
snx	1313
snu	1313
spne	1313
spnu	1313
spnm	1313
spno	1313
1313	1313
sag	1311
san	1311
sak	1311
sgc	1311
sags	1311
sagl	1311
sagm	1311
sagi	1311
sagr	1311
sagp	1311
sagc	1311
sagt	1311
sage	1311
sagg	1311
sagn	1311
1311	1311
smu	1309
smc	1309
smut	1309
smj	1309
smua	1309
stc	1308
stl	1308
ste	1308
stn	1308
stu	1308
stw	1308
sthe	1308
sths	1308
1308	1308
ssa	1305
ssb	1307
ssu	1307
ssv	1307
ssi	1307
sss	1307
ssf	1307
ssw	1307
sup	1307
ssus	1307
sst	1307
ssuy	1307
ssk	1307
ssq	1307
sui	1307
suo	1307
srp	1307
ssut	1307
ssui	1307
1307	1307
sgo	1302
sez	1336
seq	1336
sezo	1336
sequ	1336
seu	1336
sub	1349
1349	1349
sds	1334
sdg	1334
sda	1334
sdc	1334
sdq	1334
sga	315405
sgg	315405
sgt	315405
smb	28037
sor	1303
stk	1348
stb	197614
197614	197614
scp	1318
scf	1318
ssr	1304
stf	1304
stj	1304
strs	1304
ssah	1304
1304	1304
std	257758
smn	59310
sif	102684
sie	1338
sib	1338
siu	1338
sang	1328
sanc	1328
sans	1328
scg	76860
scon	76860
scos	76860
soi	45634
sik	1346
siq	1346
sio	1346
siz	1346
slu	150055
sig	1156431
sip	1156433
stv	1419814
spat	1811193
stra	1759399
strn	1902136
ssob	1310
113107	113107
lpl	1590
lpj	1590
lpt	1590
lps	1590
lpr	1590
lpz	1590
lpb	1590
ljo	33959
ljf	33959
ljh	33959
ljn	33959
lac	1579
lai	1579
lad	1579
laf	1579
lsa	1599
lsl	1624
lsi	1624
lsj	1624
ldb	1584
lbu	1584
lde	1584
ldl	1584
lbr	1580
lbk	1580
lca	1597
lcz	1597
lpq	1597
lpi	1597
lpap	1597
lcb	1582
lcs	1582
lce	1582
lcw	1582
lcl	1582
lcx	1582
lga	1596
lre	1598
lrf	1598
lru	1598
lrt	1598
lrr	1598
lhe	1587
lhl	1587
lhr	1587
lhv	1587
lhh	1587
lhd	1587
lfe	1613
lfr	1613
lff	1613
lrh	47715
lrg	47715
lrl	47715
lra	47715
lro	47715
lrc	47715
lcr	47770
lam	1604
lay	1604
lbh	1581
lbn	1581
1581	1581
lke	267818
lrm	1623
lsn	1625
law	1545702
lho	1193095
lmu	97478
lae	1600
lgn	1007676
lko	637971
lhi	1074467
lku	148814
lgl	52242
lpx	60520
lor	1632
lpar	152331
lle	53444
lpd	240427
lje	109790
lcu	1138822
lct	392416
lbt	375175
lcv	28038
lah	1603
lamy	83683
lagl	1601
lzy	267363
lpg	1589
lcy	1610
laca	89059
lalw	1847728
lali	1602
ppe	1255
ppen	1255
pce	187452
pdm	51663
paci	1254
pio	114090
efa	1351
efl	1351
efi	1351
efd	1351
efs	1351
efn	1351
efq	1351
ene	1351
1351	1351
efc	1352
efau	1352
efu	1352
efm	1352
eft	1352
1352	1352
ehr	1354
1354	1354
ecas	37734
37734	37734
emu	53346
edu	53345
ega	1353
1353	1353
ess	332949
eth	417368
egv	160453
33945	33945
mps	33970
mpx	33970
thl	51669
too	526944
tkr	290335
vte	519472
vpi	633807
ooe	1247
1247	1247
lme	1245
lmm	1245
lmk	1245
1245	1245
lci	33964
lki	136609
lec	979982
lcn	1252
lgs	1244
lge	1244
llf	1246
lgc	255248
lsu	1511761
wko	165096
wce	759620
wct	759620
wci	759620
wcb	137591
wjo	1631871
wpa	1249
1629	1629
aur	1376
aun	1376
aui	51665
asan	119206
acg	87541
avs	1377
auh	128944
abae	2036206
crn	208596
cml	2751
caw	147709
carc	1564681
cdj	2748
marr	1911586
jep	1903686
jda	708126
cac	1488
cae	1488
cay	1488
cpe	1502
cpf	1502
cpr	1502
1502	1502
ctc	1513
ctet	1513
cno	1542
cbo	1491
cba	1491
cbh	1491
cby	1491
cbl	1491
cbk	1491
cbb	1491
cbi	1491
cbn	1491
cbt	1491
cbf	1491
cbm	1491
cbj	1491
1491	1491
cbe	1520
cbz	1520
cbei	1520
ckl	1534
ckr	1534
1534	1534
clj	1538
ccb	1493
cls	1042156
clb	755731
csr	36745
cpas	1501
cpat	1501
cpae	1501
1501	1501
csb	169679
cah	84023
clt	1216932
cbv	1561
csq	1548
cld	1509
1509	1509
cace	84022
cck	217159
cbut	1492
1492	1492
ctyk	1519
ceu	238834
ctae	394958
cfm	1497
cchv	46867
carg	29341
cdrk	332101
cia	182773
33953	33953
amt	208226
aoe	461876
asf	49118
asm	49118
aso	1508644
asb	1041504
gfe	1424294
1498	1498
clo	884684
fsa	236753
cth	1515
ctx	1515
ccl	288965
hsc	1677857
ruk	1834198
cce	1521
css	1510
csd	1510
cthd	84032
esr	39492
esu	39492
ccel	29343
rbp	1572656
fpla	292800
eha	253239
ral	1264
1264	1264
rch	1161942
rum	657323
rus	1160721
fpr	853
fpa	853
bpb	43305
bfi	831
831	831
bhu	185008
cle	29360
rho	301301
rix	166486
rim	166486
coo	751585
cct	116085
rob	40520
byl	1796616
rto	33039
bhan	1322
blau	1912897
33038	33038
cpy	66219
lacy	1834196
csh	84030
cso	84030
cbol	208479
208479	208479
89153	89153
29347	29347
1512	1512
bprl	649756
hsd	1679721
cpro	28446
28446	28446
lua	617123
ere	39491
ert	39491
era	39491
cdf	1496
pdc	1496
cdc	1496
cdl	1496
pdf	1496
1496	1496
eac	1731
1731	1731
cst	1511
faa	143361
psor	1505
pbq	2081703
89152	89152
sth	2734
swo	863
slp	86170
dsy	49338
dhd	49338
ddh	36854
ddl	233055
dmt	142877
drm	59610
dca	1565
dru	1564
dfg	1833852
dae	58138
dku	58135
dgi	102134
